Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
20210610T1400_CBASS_US_MoteOff_Past_2_T0_0_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_2_T0_0_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22034826.0	0.0	20-150	51.0	1.9210113307590957	136.86346685923456	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
20210610T1400_CBASS_US_MoteOff_Past_2_T0_0_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_2_T0_0_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22034826.0	0.0	20-150	51.0	3.379229058681078	136.7993275281593	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
20210610T1400_CBASS_US_MoteOff_Past_2_only_seq_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_2_only_seq_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19195913.0	0.0	20-150	48.0	7.721681663068969	147.16111471228277	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_2_only_seq_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_2_only_seq_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19195913.0	0.0	20-150	48.0	8.87797359362721	147.12471394301485	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_3_30_1140_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_3_30_1140_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19514618.0	0.0	20-150	50.0	2.930966345753195	131.99845854015692	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_3_30_1140_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_3_30_1140_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19514618.0	0.0	20-150	50.0	3.9677570522032193	131.95541583237755	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_3_30_180_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_3_30_180_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17945899.0	0.0	20-150	49.0	9.355448098696995	148.47794925180398	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_3_30_180_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_3_30_180_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17945899.0	0.0	20-150	49.0	10.451243693262011	148.43505226458703	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_3_30_360_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_3_30_360_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20168863.0	0.0	20-150	51.0	2.2560583564226073	119.61132548721264	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
20210610T1400_CBASS_US_MoteOff_Past_3_30_360_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_3_30_360_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20168863.0	0.0	20-150	51.0	3.080309480269891	119.5283844210752	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
20210610T1400_CBASS_US_MoteOff_Past_3_30_420_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_3_30_420_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15724130.0	0.0	20-150	48.0	23.13781434584955	148.56019143825446	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_3_30_420_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_3_30_420_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15724130.0	0.0	20-150	48.0	25.278671721769776	148.54929620907484	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_3_30_750_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_3_30_750_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17913237.0	0.0	20-150	54.0	3.978154804419434	142.31580461979038	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_3_30_750_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_3_30_750_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17913237.0	0.0	20-150	54.0	5.834529268350843	142.31585525273852	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_3_34_1140_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_3_34_1140_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14849846.0	0.0	20-150	49.0	5.851027338079685	129.08017234656845	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_3_34_1140_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_3_34_1140_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14849846.0	0.0	20-150	49.0	6.7231578667932945	129.00941430638406	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_3_34_180_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_3_34_180_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19643297.0	0.0	20-150	50.0	2.182960324644135	131.07034104305401	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
20210610T1400_CBASS_US_MoteOff_Past_3_34_180_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_3_34_180_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19643297.0	0.0	20-150	50.0	3.1620552187177124	131.02238173153927	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
20210610T1400_CBASS_US_MoteOff_Past_3_34_360_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_3_34_360_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14453092.0	0.0	20-150	49.0	5.678639997277842	143.8753898473766	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_3_34_360_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_3_34_360_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14453092.0	0.0	20-150	49.0	6.699446562669022	143.8333536519383	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_3_34_420_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_3_34_420_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19218249.0	0.0	20-150	53.0	4.428481681129156	148.47780549622394	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_3_34_420_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_3_34_420_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19218249.0	0.0	20-150	53.0	6.392935081724728	148.4744151249159	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_3_34_750_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_3_34_750_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12785275.0	0.0	20-150	52.0	2.194850172499587	122.18626474596753	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
20210610T1400_CBASS_US_MoteOff_Past_3_34_750_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_3_34_750_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12785275.0	0.0	20-150	52.0	3.665247156333804	122.15135231741202	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
20210610T1400_CBASS_US_MoteOff_Past_3_37_1140_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_3_37_1140_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15410066.0	0.0	20-150	47.0	11.286261916899058	130.09170233274796	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_3_37_1140_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_3_37_1140_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15410066.0	0.0	20-150	47.0	12.517550903238641	130.01284809552405	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_3_37_180_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_3_37_180_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15594077.0	0.0	20-150	45.0	18.776786391309177	148.03726446906734	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_3_37_180_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_3_37_180_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15594077.0	0.0	20-150	45.0	19.628994293984217	147.99846287792474	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_3_37_360_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_3_37_360_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14286864.0	0.0	20-150	50.0	3.3823660537685893	148.03178262213456	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_3_37_360_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_3_37_360_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14286864.0	0.0	20-150	50.0	4.541878037536643	148.04279182611384	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_3_37_420_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_3_37_420_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23375774.0	0.0	20-150	53.0	10.51381731822353	82.07672960903882	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
20210610T1400_CBASS_US_MoteOff_Past_3_37_420_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_3_37_420_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23375774.0	0.0	20-150	53.0	10.611663884009612	82.03686962408175	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
20210610T1400_CBASS_US_MoteOff_Past_3_37_750_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_3_37_750_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20460950.0	0.0	20-150	49.0	5.036893190316142	145.0203801876257	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_3_37_750_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_3_37_750_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20460950.0	0.0	20-150	49.0	6.414904091777915	145.02799439908705	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_3_39_1140_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_3_39_1140_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18852359.0	0.0	20-150	48.0	10.728976031387722	132.95902809828732	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_3_39_1140_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_3_39_1140_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18852359.0	0.0	20-150	49.0	11.9993434540205	132.89464358280043	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_3_39_180_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_3_39_180_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15288382.0	0.0	20-150	45.0	9.15914173979538	145.57669359648392	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_3_39_180_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_3_39_180_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15288382.0	0.0	20-150	45.0	9.719515177403675	145.5367883272409	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_3_39_360_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_3_39_360_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14507656.0	0.0	20-150	46.0	3.8879665843516173	147.1811694459808	pass	pass	warn	pass	fail	warn	pass	warn	fail	pass	pass
20210610T1400_CBASS_US_MoteOff_Past_3_39_360_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_3_39_360_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14507656.0	0.0	20-150	46.0	4.656004899769135	147.2369384137589	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
20210610T1400_CBASS_US_MoteOff_Past_3_39_420_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_3_39_420_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21959056.0	0.0	20-150	44.0	6.39443527476771	144.67203877070125	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_3_39_420_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_3_39_420_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21959056.0	0.0	20-150	44.0	7.630198122107535	144.6151498042539	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_3_39_750_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_3_39_750_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32670188.0	0.0	20-150	45.0	0.4664852699548757	35.635928847425056	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
20210610T1400_CBASS_US_MoteOff_Past_3_39_750_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_3_39_750_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32670188.0	0.0	20-150	45.0	0.6123864028405679	35.603397507231975	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
20210610T1400_CBASS_US_MoteOff_Past_3_T0_0_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_3_T0_0_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19206708.0	0.0	20-150	50.0	3.4993242620388276	147.63441178988091	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_3_T0_0_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_3_T0_0_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19206708.0	0.0	20-150	50.0	5.099495246068093	147.58413628196982	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_3_only_seq_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_3_only_seq_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19731263.0	0.0	20-150	50.0	8.011010960184388	148.00865742856908	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_3_only_seq_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_3_only_seq_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19731263.0	0.0	20-150	50.0	8.84058813679099	147.97720652752943	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_4_30_1140_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_4_30_1140_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26520922.0	0.0	20-150	49.0	6.93013414636165	140.35863549540247	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_4_30_1140_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_4_30_1140_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26520922.0	0.0	20-150	49.0	8.027043094402751	140.30784227637335	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_4_30_180_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_4_30_180_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17882227.0	0.0	20-150	49.0	8.601410488083808	148.24018943501835	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_4_30_180_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_4_30_180_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17882227.0	0.0	20-150	49.0	9.653155585262384	148.19807415485778	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_4_30_360_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_4_30_360_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17621445.0	0.0	20-150	52.0	2.730854369758053	128.87962082564738	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
20210610T1400_CBASS_US_MoteOff_Past_4_30_360_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_4_30_360_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17621445.0	0.0	20-150	52.0	3.8119724698960704	128.82058645020314	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
20210610T1400_CBASS_US_MoteOff_Past_4_30_420_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_4_30_420_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12058287.0	0.0	20-150	53.0	6.070864972610734	148.5649014656891	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_4_30_420_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_4_30_420_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12058287.0	0.0	20-150	53.0	7.716251862361389	148.56190137123124	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_4_30_750_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_4_30_750_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14743883.0	0.0	20-150	49.0	10.590653653320487	147.41030602318264	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_4_30_750_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_4_30_750_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14743883.0	0.0	20-150	49.0	11.754426667843092	147.40190477637404	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_4_34_1140_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_4_34_1140_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15093678.0	0.0	20-150	49.0	3.642437396219179	126.1337659382955	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_4_34_1140_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_4_34_1140_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15093678.0	0.0	20-150	50.0	4.401916819479764	126.0614312826867	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_4_34_180_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_4_34_180_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14825340.0	0.0	20-150	50.0	3.9296889797437355	147.14862262855354	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_4_34_180_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_4_34_180_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14825340.0	0.0	20-150	50.0	5.3474123994770135	147.10659667838985	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_4_34_360_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_4_34_360_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15350048.0	0.0	20-150	51.0	2.34396256130135	147.67405261534034	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_4_34_360_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_4_34_360_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15350048.0	0.0	20-150	51.0	4.077818245688334	147.60713041418504	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_4_34_420_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_4_34_420_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18683671.0	0.0	20-150	56.0	3.7280959173958252	147.9568786562341	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_4_34_420_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_4_34_420_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18683671.0	0.0	20-150	56.0	5.773931807188759	147.98025944687208	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_4_34_750_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_4_34_750_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16657303.0	0.0	20-150	50.0	6.147621157761835	146.79135295791883	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_4_34_750_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_4_34_750_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16657303.0	0.0	20-150	50.0	7.481851870345523	146.78182704607102	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_4_37_1140_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_4_37_1140_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18139145.0	0.0	20-150	48.0	10.251232600877373	127.99556693548676	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_4_37_1140_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_4_37_1140_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18139145.0	0.0	20-150	48.0	11.393222338599669	127.91839891020221	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_4_37_180_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_4_37_180_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19427153.0	0.0	20-150	53.0	2.7375059750940487	135.45006069597537	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
20210610T1400_CBASS_US_MoteOff_Past_4_37_180_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_4_37_180_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19427153.0	0.0	20-150	53.0	3.8555496249461516	135.4047139073852	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
20210610T1400_CBASS_US_MoteOff_Past_4_37_360_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_4_37_360_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19342535.0	0.0	20-150	48.0	11.413289982370255	148.24776721355292	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_4_37_360_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_4_37_360_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19342535.0	0.0	20-150	48.0	12.756356631835136	148.256712731811	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_4_37_420_RNASeq_R1_val_1	20210610T1400_CBASS_US_MoteOff_Past_4_37_420_RNASeq_R1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17664361.0	0.0	20-150	49.0	7.928146291579961	146.0894869619116	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
20210610T1400_CBASS_US_MoteOff_Past_4_37_420_RNASeq_R2_val_2	20210610T1400_CBASS_US_MoteOff_Past_4_37_420_RNASeq_R2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17664361.0	0.0	20-150	49.0	9.53531746141635	146.08906990748207	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
